,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
18922,18923,11/10/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,RECCO RR VIADUCT,44.35,9.13,,,,,,,,,0,,,,0,,33
18941,18942,11/11/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,AQUA FONDALA (AQUAFONDATA),41.55,13.95,,0,500 LB GP (GP-M43/M64),,0,,,,,,,,,,0
18942,18943,11/11/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,ATINA,41.62,13.8,,0,500 LB GP (GP-M43/M64),,0,,,,,,,,,,0
18945,18946,11/11/1943,EAST AFRICA,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,,PRATO,43.88,11.12,,,,,,,,,0,,,,0,,52.5
19200,19201,11/12/1943,EAST AFRICA,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,,PONTASSIEVE RR BRIDGE,43.77,11.45,,,,,,,,,0,,,,0,,44
19223,19224,11/12/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,ITALY,CECINA RR BRIDGE,43.3,10.55,,,,,,,,,0,,,,0,,
19224,19225,11/12/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,ORBATELLO-CIVITAVECCHIA RR,42.45,11.22,,,,,,,,,0,,,,0,,
19251,19252,11/13/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
19253,19254,11/13/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,AQUINO,41.48,13.7,,22,500 LB GP (GP-M43/M64),,5.5,,,,,,,,,,5.5
19256,19257,11/13/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,MARCIGLIANO (MARCIGLIANA),42.02,12.52,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
19262,19263,11/13/1943,EAST AFRICA,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,,ANTHEOR VAIDUCT,43.42,6.03,,,,,,,,,0,,,,0,,5.5
19263,19264,11/13/1943,EAST AFRICA,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,,VAR RIVER RR BRIDGE,43.67,7.18,,,,,,,,,0,,,,0,,6.75
19893,19894,11/16/1943,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,,BUKA PASSAGE,-6.746,155.685,,,0,,,,,,,,,,,,
20047,20048,11/18/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,CIVITAVECCHIA,42.1,11.78,,0,500 LB GP (GP-M43/M64),,0,,,,,,,,,,0
20645,20646,11/22/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,GAETA,41.2,13.57,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
20986,20987,11/24/1943,EAST AFRICA,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,,ROAD NEAR SAVONA,44.3,8.5,,,,,,,,,0,,,,0,,1.5
21225,21226,11/24/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,GENOA-SORI RR,44.4,8.95,,,,,,,,,0,,,,0,,1.5
21226,21227,11/24/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,ROAD NEAR GALLINARIA [ISOLA GALLINARA],44.03,8.23,,,,,,,,,0,,,,0,,1.5
21227,21228,11/24/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,TURIN BALL BEARING FACTORY,45.07,7.68,,,,,,,,,0,,,,0,,7
21288,21289,11/26/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SEGNI,41.68,13.05,,48,500 LB GP (GP-M43/M64),,12,,,,,,,,,,12
21293,21294,11/26/1943,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,PHILIPPINE ISLANDS,GREEN ISLAND,10.25,119.5,,24,500 LB GP (GP-M43/M64),12000,6,,,,0,,,,0,12000,6
21328,21329,3/7/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,GEMONA M/Y,46.28,13.14,,,,,,,,,0,,,,0,,53.25
21871,21872,11/26/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,OMBRANE RIVER RR BRIDGE,43.77,11.07,,,,,,,,,0,,,,0,,38
22171,22172,11/28/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,POLA,44.87,13.85,,55,500 LB GP (GP-M43/M64),,13.75,,,,,,,,,,13.75
22431,22432,11/28/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,ITALY,CIAMPINO,41.8,12.6,,,,,,,,,0,,,,0,,70.25
22448,22449,11/29/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROSIGNANA,43.4,10.48,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
22659,22660,8/20/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,ST. VALENTIN TANK WORKS,48.4,14.42,,,,,,,,,0,,,,0,,201
22970,22971,8/21/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,KOMERON - SZONY,47.73,18.25,,,,,,,,,0,,,,0,,171.5
23293,23294,8/22/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,MISKOLC M/Y,48.12,20.8,,,,,,,,,0,,,,0,,105.75
23398,23399,12/2/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN VITTORE,46.3,9.37,,83,500 LB GP (GP-M43/M64),,20.75,,,,,,,,,,20.75
23602,23603,12/2/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,MAGGIORA,37.83,13.75,,23,500 LB GP (GP-M43/M64),,5.75,,,,,,,,,,5.75
23604,23605,12/2/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN AMBROGIO,44.35,9.25,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
24471,24472,12/7/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITELLA ROVETO,41.9,13.43,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
24782,24783,12/9/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN PIETRO,45.25,11.13,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
25032,25033,12/10/1943,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,,ARIGUA PLANTATION,-5.966666667,155.3833333,,36,500 LB GP (GP-M43/M64),18000,9,,,,0,,,,0,18000,9
25069,25070,12/11/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PONTE GALERA,41.8,12.35,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
25078,25079,12/11/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,GALLIERA,44.75,11.4,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
25605,25606,12/13/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AQUA FONDALA (AQUAFONDATA),41.55,13.95,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
26864,26865,12/17/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CARDITO,41.17,14.33,,0,500 LB GP (GP-M43/M64),,0,,,,,,,,,,0
26886,26887,12/18/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VITICUSO,41.52,13.95,,72,500 LB GP (GP-M43/M64),,18,,,,,,,,,,18
27174,27175,12/19/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ARCE,41.6,13.6,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
27181,27182,12/19/1943,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CAVA,45.13,9.12,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
28030,28031,12/21/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,,138,500 LB GP (GP-M43/M64),,34.5,,,,,,,,,,34.5
29361,29362,8/28/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,PESANO  [PESARO],43.9,12.92,,,,,,,,,0,,,,0,,137.35
30003,30004,12/29/1943,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,VOGHERA,44.98,8.97,,,,,,,,,0,,,,0,,12
30033,30034,12/30/1943,MTO,USA,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,SANT ELIA,38.1,13.53,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
30331,30332,12/30/1943,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,TREVISO,45.67,12.25,,,,,,,,,0,,,,0,,25
30953,30954,1/2/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SEVERA,39.08,8.83,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
31817,31818,1/5/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MONTE PORCHIA,41.43,13.9,,136,500 LB GP (GP-M43/M64),,34,,,,,,,,,,34
32146,32147,1/6/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MONTE TROCCHIO,41.47,13.88,,68,500 LB GP (GP-M43/M64),,17,,,,,,,,,,17
32158,32159,1/6/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,41 40 N 012 40 E,41.67,12.67,,6,500 LB GP (GP-M43/M64),,1.5,,,,,,,,,,1.5
32405,32406,1/7/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CERVARO,41.47,13.9,,14,500 LB GP (GP-M43/M64),,3.5,,,,,,,,,,3.5
32702,32703,1/7/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,REGGIO -EMELIA A/C FACTORY,44.7,10.65,,,,,,,,,0,,,,0,,39.5
32729,32730,1/8/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CASTELFORTE,41.3,13.8,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
32796,32797,1/9/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MT CEDRO,41.43,13.88,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
33630,33631,1/11/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,LEVKAN ISLAND,38.42,23.68,,,,,,,,,0,,,,0,,4.75
33631,33632,1/11/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,PIRAEUS HARBOR,37.93,23.67,,,,,,,,,0,,,,0,,35.73
33655,33656,1/12/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VILLA LATINA,41.62,13.18,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
33698,33699,1/12/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,PORTI SAN ELPIDO,43.25,13.77,,,,,,,,,0,,,,0,,
33786,33787,9/5/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,FERRARA M/Y,44.85,11.63,,,,,,,,,0,,,,0,,209.125
33934,33935,1/13/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ISOLA DOVARESE,41.67,13.58,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
34206,34207,1/14/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,S ANGELO,41.45,13.83,,14,500 LB GP (GP-M43/M64),,3.5,,,,,,,,,,3.5
34576,34577,1/15/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SANTA ELIA,41.53,13.88,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
34577,34578,1/15/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PICINISCO,41.65,13.88,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
34829,34830,1/16/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FLORENCE,43.77,11.25,,13,500 LB GP (GP-M43/M64),,3.25,,,,,,,,,,3.25
34877,34878,1/16/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,VILLAORBA L/G,46.03,13.13,,,,,,,,,0,,,,0,,39
34887,34888,1/17/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AQUINO,41.48,13.7,,94,500 LB GP (GP-M43/M64),,23.5,,,,,,,,,,23.5
34898,34899,1/17/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PALO,41.9,12.22,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
35101,35102,1/17/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,NETTUNO,41.47,12.63,,22,500 LB GP (GP-M43/M64),,5.5,,,,,,,,,,5.5
35106,35107,1/17/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,TARQUINIA,42.25,11.75,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
35141,35142,1/17/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,PISA,43.73,10.43,,,,,,,,,0,,,,0,,35.75
35161,35162,1/18/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CORENO PLINIO,41.33,13.78,,32,500 LB GP (GP-M43/M64),,8,,,,,,,,,,8
35428,35429,1/18/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,PONTASSIEVE,43.77,11.45,,,,,,,,,0,,,,0,,69
35430,35431,1/18/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,TRAINS AT PORTA D'ASCOLI,42.92,13.92,,,,,,,,,0,,,,0,,
35451,35452,1/19/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,GROSSETO,42.77,11.13,,52,500 LB GP (GP-M43/M64),,13,,,,,,,,,,13
35466,35467,1/19/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FONDI,41.45,13.45,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
35470,35471,1/19/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PIGNATARO,41.2,14.18,,14,500 LB GP (GP-M43/M64),,3.5,,,,,,,,,,3.5
35471,35472,1/19/1944,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,SOLOMON ISLANDS,MOTUPENA POINT,-6.583333333,155.0833333,,6,500 LB GP (GP-M43/M64),3000,1.5,,,,0,,,,0,3000,1.5
35726,35727,1/20/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CARSOLI,42.1,13.1,,88,500 LB GP (GP-M43/M64),,22,,,,,,,,,,22
35828,35829,9/9/1944,PTO,NEW ZEALAND,PV-1 VENTURA,ESPIRITU SANTO,NEW HEBRIDES,-15.25,166.833333,BISMARK ARCHIPELAGO,KERAVAT,-4.316666667,152.05,,4,300 LB GP (GP-31),1200,0.6,,,,0,,,,0,1200,0.6
36024,36025,1/20/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,ITALY,CECINA RR BRIDGE,43.3,10.55,,,,,,,,,0,,,,0,,71
36056,36057,1/21/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AUSONIA,41.58,13.38,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
36460,36461,9/9/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,RAVENNA CANAL WHARVES,44.4,12.18,,,,,,,,,0,,,,0,,236.625
36507,36508,3/19/1945,ETO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,AUSTRIA,BRUCK M/Y,50.48,6.97,,,,,,,,,0,,,,0,,251
36660,36661,1/22/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FERENTINO,41.68,13.28,,100,500 LB GP (GP-M43/M64),,25,,,,,,,,,,25
36875,36876,1/23/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VALLECORSA,41.42,13.45,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
37447,37448,1/25/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ITRI,41.28,13.53,,40,500 LB GP (GP-M43/M64),,10,,,,,,,,,,10
37719,37720,1/26/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CECCANO,41.55,13.33,,44,500 LB GP (GP-M43/M64),,11,,,,,,,,,,11
37722,37723,1/26/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MIRTETO,44.07,10.1,,29,500 LB GP (GP-M43/M64),,7.25,,,,,,,,,,7.25
37736,37737,1/26/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,COLLEFERRO,41.72,13,,0,500 LB GP (GP-M43/M64),,0,,,,,,,,,,0
37752,37753,1/27/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ATINA,41.62,13.8,,84,500 LB GP (GP-M43/M64),,21,,,,,,,,,,21
37770,37771,1/27/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIAMPINO,41.8,12.6,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
37774,37775,1/27/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CAPISTRELLO,41.97,13.38,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
37775,37776,1/27/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PIEDIMONTE,41.35,14.38,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
37776,37777,1/27/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ARTENA,41.72,12.92,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
37820,37821,3/20/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,PRAGERSKO M/Y,46.4,13.67,,,,,,,,,0,,,,0,,194
38041,38042,1/27/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,PORTA CIVITANOVA,43.28,13.73,,,,,,,,,0,,,,0,,2
38051,38052,1/28/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AVEZZANO,42.03,13.43,,112,500 LB GP (GP-M43/M64),,28,,,,,,,,,,28
38064,38065,1/28/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VALMONTONE,41.77,12.95,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
38916,38917,1/30/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SORA,41.7,13.62,,18,500 LB GP (GP-M43/M64),,4.5,,,,,,,,,,4.5
39296,39297,1/31/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PRIVERNO,42,13,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
39298,39299,1/31/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,BOLSENA,42.58,11.92,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
39552,39553,2/1/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,POGGIO MIRTETO,42.25,12.68,,28,500 LB GP (GP-M43/M64),,7,,,,,,,,,,7
39565,39566,2/2/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FABRICA DI ROMA,42.3,12.3,,64,500 LB GP (GP-M43/M64),,16,,,,,,,,,,16
39577,39578,2/2/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PALESTRINA,41.82,12.92,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
39580,39581,2/2/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SUBIACO,41.93,13.1,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
40388,40389,2/5/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VETRALLO,42.32,12.07,,42,500 LB GP (GP-M43/M64),,10.5,,,,,,,,,,10.5
40963,40964,2/6/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FRASCATI,41.07,12.67,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
41253,41254,2/7/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VILLA SANTA LUCIA,41.52,13.77,,46,500 LB GP (GP-M43/M64),,11.5,,,,,,,,,,11.5
41263,41264,2/7/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN STEFANO,42.48,11.25,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
41264,41265,2/7/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,BELMONTE MEZZAGNO,38.07,13.35,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
41323,41324,9/12/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,BOLOGNA E M/Y,44.5,11.35,,,,,,,,,0,,,,0,,241
41521,41522,2/8/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PONTECORVO,41.45,13.67,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
41856,41857,2/8/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,ROAD AND RR NEAR ANCONA,43.62,13.52,,,,,,,,,0,,,,0,,2.25
42157,42158,2/10/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SEZZE,41.48,13.08,,46,500 LB GP (GP-M43/M64),,11.5,,,,,,,,,,11.5
42347,42348,3/23/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,ST. VEIT M/Y,46.75,14.53,85,,,,,,,,0,,,,0,,133.75
43006,43007,2/12/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,COSENZA,39.27,16.25,,19,500 LB GP (GP-M43/M64),,4.75,,,,,,,,,,4.75
43068,43069,2/12/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,ITALY,CISTERNA-CORI-VELLATRI-LANURIO ROADS,41.57,12.83,,,,,,,,,0,,,,0,,49
43072,43073,2/12/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,CAMPOLEONE-CECCHINA ROAD,41.6,12.63,,,,,,,,,0,,,,0,,66.5
43879,43880,2/15/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VELLETRI,41.68,12.78,,22,500 LB GP (GP-M43/M64),,5.5,,,,,,,,,,5.5
44454,44455,2/16/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,TIBERTINA,41,12,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6
44466,44467,2/16/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ANZIO,41.45,12.63,,6,500 LB GP (GP-M43/M64),,1.5,,,,,,,,,,1.5
45005,45006,2/17/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,ALBANO-GEZANO ROADS AND TOWNS,41.72,12.63,,,,,,,,,0,,,,0,,53
45006,45007,2/17/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,GENZANO-VELLETRI ROADS & TOWNS,41.7,12.68,,,,,,,,,0,,,,0,,37
45062,45063,2/19/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ALBANO,41.72,12.63,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
45348,45349,2/20/1944,MTO,USA,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CARTOCETO,41.87,12.48,,20,500 LB GP (GP-M43/M64),,5,,,,,,,,,,5
45601,45602,9/4/1939,ETO,GREAT BRITAIN,BLEN,WYTON,ENGLAND,52.35694,-0.10777,GERMANY,WILHELMSHAVEN,53.5,8.05,,,,,,,,,,,,,,,
